question_index,image_index,question_id,question_string,answer,figure_type,question_type
10600,8061,5,Is Teal the high median?,0,vbar_categorical,categorical_high_median
10601,8061,5,Is Yellow the high median?,1,vbar_categorical,categorical_high_median
10602,74,3,Is Sandy Brown greater than Yellow?,1,pie,categorical_greater_than
10603,74,2,Is Yellow less than Sandy Brown?,1,pie,categorical_less_than
10604,74,1,Is Sandy Brown the maximum?,1,pie,categorical_maximum
10605,74,0,Is Yellow the minimum?,1,pie,categorical_minimum
10606,74,0,Is Sandy Brown the minimum?,0,pie,categorical_minimum
10607,8167,8,Is Gray the smoothest?,1,dot_line,continuous_smoothest
10608,8167,10,Does Dark Turquoise have the lowest value?,0,dot_line,continuous_global_minimum
10609,8167,7,Does Dark Salmon have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10610,8167,12,Is Dark Orchid less than Dark Salmon?,1,dot_line,continuous_less_than
10611,8167,8,Is Coral the smoothest?,0,dot_line,continuous_smoothest
10612,16163,8,Is Orange Red the smoothest?,1,dot_line,continuous_smoothest
10613,16163,9,Is Firebrick the roughest?,1,dot_line,continuous_roughest
10614,12086,8,Is Medium Periwinkle the smoothest?,0,line,continuous_smoothest
10615,12086,14,Does Dark Periwinkle intersect Medium Periwinkle?,1,line,continuous_intersect
10616,12086,8,Is Sienna the smoothest?,1,line,continuous_smoothest
10617,12086,11,Does Medium Periwinkle have the highest value?,0,line,continuous_global_maximum
10618,12086,12,Is Dark Periwinkle less than Sienna?,1,line,continuous_less_than
10619,183,7,Does Midnight Blue have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
10620,183,14,Does Midnight Blue intersect Violet Red?,1,dot_line,continuous_intersect
10621,183,9,Is Medium Aqua the roughest?,0,dot_line,continuous_roughest
10622,183,6,Does Medium Aqua have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
10623,183,8,Is Violet Red the smoothest?,1,dot_line,continuous_smoothest
10624,4185,1,Is Navy Blue the maximum?,1,vbar_categorical,categorical_maximum
10625,4185,1,Is Lime Green the maximum?,0,vbar_categorical,categorical_maximum
10626,4185,3,Is Burlywood greater than Lime Green?,0,vbar_categorical,categorical_greater_than
10627,4185,2,Is Burlywood less than Lime Green?,1,vbar_categorical,categorical_less_than
10628,4185,2,Is Lime Green less than Burlywood?,0,vbar_categorical,categorical_less_than
10629,4137,4,Is Dark Cyan the low median?,1,vbar_categorical,categorical_low_median
10630,4107,2,Is Olive Drab less than Salmon?,1,pie,categorical_less_than
10631,4107,4,Is Navy Blue the low median?,0,pie,categorical_low_median
10632,161,1,Is Peru the maximum?,0,hbar_categorical,categorical_maximum
10633,161,2,Is Dark Gold less than Peru?,0,hbar_categorical,categorical_less_than
10634,161,1,Is Dark Gold the maximum?,1,hbar_categorical,categorical_maximum
10635,161,3,Is Peru greater than Dark Gold?,0,hbar_categorical,categorical_greater_than
10636,161,4,Is Gray the low median?,1,hbar_categorical,categorical_low_median
10637,4200,10,Does Seafoam have the lowest value?,1,dot_line,continuous_global_minimum
10638,4200,13,Is Light Slate greater than Pale Green?,1,dot_line,continuous_greater_than
10639,4200,12,Is Royal Blue less than Dark Orchid?,0,dot_line,continuous_less_than
10640,8215,13,Is Bubblegum greater than Turquoise?,1,dot_line,continuous_greater_than
10641,8215,6,Does Turquoise have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
10642,8215,11,Does Turquoise have the highest value?,0,dot_line,continuous_global_maximum
10643,8215,8,Is Medium Blue the smoothest?,1,dot_line,continuous_smoothest
10644,8215,10,Does Bubblegum have the lowest value?,0,dot_line,continuous_global_minimum
10645,8245,3,Is Dark Salmon greater than Blue?,0,hbar_categorical,categorical_greater_than
10646,8245,0,Is Dark Salmon the minimum?,1,hbar_categorical,categorical_minimum
10647,8245,2,Is Dark Salmon less than Blue?,1,hbar_categorical,categorical_less_than
10648,8245,4,Is Dark Red the low median?,0,hbar_categorical,categorical_low_median
10649,8245,4,Is Dark Blue the low median?,1,hbar_categorical,categorical_low_median
10650,4058,0,Is Red the minimum?,0,hbar_categorical,categorical_minimum
10651,4058,0,Is Medium Seafoam the minimum?,1,hbar_categorical,categorical_minimum
10652,4058,2,Is Red less than Medium Orchid?,1,hbar_categorical,categorical_less_than
10653,4058,3,Is Red greater than Medium Orchid?,0,hbar_categorical,categorical_greater_than
10654,4058,1,Is Red the maximum?,0,hbar_categorical,categorical_maximum
10655,4155,12,Is Orange less than Dark Green?,0,dot_line,continuous_less_than
10656,4155,10,Does Khaki have the lowest value?,0,dot_line,continuous_global_minimum
10657,4155,8,Is Orange the smoothest?,1,dot_line,continuous_smoothest
10658,4155,10,Does Purple have the lowest value?,1,dot_line,continuous_global_minimum
10659,4155,6,Does Orange have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
10660,12124,13,Is Brown greater than Medium Blue?,1,dot_line,continuous_greater_than
10661,12124,7,Does Brown have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10662,12124,8,Is Medium Blue the smoothest?,0,dot_line,continuous_smoothest
10663,12124,6,Does Peru have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
10664,12124,11,Does Peru have the highest value?,1,dot_line,continuous_global_maximum
10665,80,5,Is Light Slate the high median?,1,hbar_categorical,categorical_high_median
10666,80,0,Is Aqua the minimum?,1,hbar_categorical,categorical_minimum
10667,80,4,Is Light Slate the low median?,1,hbar_categorical,categorical_low_median
10668,80,2,Is Orange Red less than Aqua?,0,hbar_categorical,categorical_less_than
10669,80,2,Is Aqua less than Orange Red?,1,hbar_categorical,categorical_less_than
10670,16162,11,Does Chocolate have the highest value?,0,line,continuous_global_maximum
10671,16162,6,Does Dark Magenta have the minimum area under the curve?,0,line,continuous_minimum_auc
10672,16162,14,Does Dodger Blue intersect Chocolate?,1,line,continuous_intersect
10673,16162,14,Does Dodger Blue intersect Dark Khaki?,0,line,continuous_intersect
10674,16162,6,Does Chartreuse have the minimum area under the curve?,1,line,continuous_minimum_auc
10675,12099,9,Is Hot Pink the roughest?,0,line,continuous_roughest
10676,12099,14,Does Dark Violet intersect Web Green?,1,line,continuous_intersect
10677,12099,7,Does Rosy Brown have the maximum area under the curve?,1,line,continuous_maximum_auc
10678,12099,8,Is Dark Violet the smoothest?,1,line,continuous_smoothest
10679,12099,12,Is Hot Pink less than Rosy Brown?,1,line,continuous_less_than
10680,4198,4,Is Deep Pink the low median?,1,vbar_categorical,categorical_low_median
10681,4198,4,Is Black the low median?,0,vbar_categorical,categorical_low_median
10682,4198,3,Is Lime Green greater than Black?,1,vbar_categorical,categorical_greater_than
10683,4198,2,Is Lime Green less than Black?,0,vbar_categorical,categorical_less_than
10684,4198,2,Is Black less than Lime Green?,1,vbar_categorical,categorical_less_than
10685,4205,9,Is Dim Gray the roughest?,0,line,continuous_roughest
10686,4205,7,Does Yellow Green have the maximum area under the curve?,1,line,continuous_maximum_auc
10687,4205,9,Is Yellow Green the roughest?,1,line,continuous_roughest
10688,4205,13,Is Sandy Brown greater than Yellow Green?,0,line,continuous_greater_than
10689,4205,11,Does Yellow Green have the highest value?,1,line,continuous_global_maximum
10690,4212,8,Is Dark Turquoise the smoothest?,0,dot_line,continuous_smoothest
10691,4212,7,Does Medium Orchid have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
10692,4212,14,Does Steel Blue intersect Crimson?,0,dot_line,continuous_intersect
10693,4212,7,Does Dark Turquoise have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10694,4212,8,Is Dark Gold the smoothest?,1,dot_line,continuous_smoothest
10695,8230,1,Is Web Green the maximum?,0,pie,categorical_maximum
10696,8230,3,Is Mint greater than Web Green?,0,pie,categorical_greater_than
10697,8230,1,Is Violet the maximum?,1,pie,categorical_maximum
10698,8230,4,Is Web Green the low median?,1,pie,categorical_low_median
10699,8230,3,Is Web Green greater than Mint?,1,pie,categorical_greater_than
10700,4186,7,Does Lawn Green have the maximum area under the curve?,1,line,continuous_maximum_auc
10701,4186,12,Is Dark Gray less than Dark Khaki?,0,line,continuous_less_than
10702,4186,11,Does Lawn Green have the highest value?,0,line,continuous_global_maximum
10703,4186,14,Does Medium Mint intersect Olive Drab?,0,line,continuous_intersect
10704,4186,11,Does Olive Drab have the highest value?,1,line,continuous_global_maximum
10705,8066,3,Is Dim Gray greater than Deep Pink?,1,pie,categorical_greater_than
10706,8066,5,Is Medium Periwinkle the high median?,0,pie,categorical_high_median
10707,8066,2,Is Deep Pink less than Dim Gray?,1,pie,categorical_less_than
10708,8066,0,Is Deep Pink the minimum?,1,pie,categorical_minimum
10709,8066,1,Is Deep Pink the maximum?,0,pie,categorical_maximum
10710,4236,5,Is Olive the high median?,1,hbar_categorical,categorical_high_median
10711,4236,0,Is Royal Blue the minimum?,1,hbar_categorical,categorical_minimum
10712,69,3,Is Black greater than Web Gray?,1,pie,categorical_greater_than
10713,69,1,Is Chartreuse the maximum?,1,pie,categorical_maximum
10714,4220,2,Is Light Salmon less than Dark Periwinkle?,1,vbar_categorical,categorical_less_than
10715,4220,5,Is Light Salmon the high median?,0,vbar_categorical,categorical_high_median
10716,4220,3,Is Dark Periwinkle greater than Light Salmon?,1,vbar_categorical,categorical_greater_than
10717,4220,4,Is Dark Periwinkle the low median?,1,vbar_categorical,categorical_low_median
10718,4220,2,Is Dark Periwinkle less than Light Salmon?,0,vbar_categorical,categorical_less_than
10719,16150,11,Does Dark Olive have the highest value?,0,line,continuous_global_maximum
10720,16150,9,Is Dark Olive the roughest?,1,line,continuous_roughest
10721,16150,14,Does Dark Olive intersect Tan?,0,line,continuous_intersect
10722,16150,8,Is Dark Olive the smoothest?,0,line,continuous_smoothest
10723,16150,6,Does Dark Olive have the minimum area under the curve?,1,line,continuous_minimum_auc
10724,12162,5,Is Teal the high median?,1,pie,categorical_high_median
10725,12162,3,Is Deep Sky Blue greater than Teal?,1,pie,categorical_greater_than
10726,12162,2,Is Deep Sky Blue less than Teal?,0,pie,categorical_less_than
10727,12162,1,Is Teal the maximum?,0,pie,categorical_maximum
10728,12162,0,Is Dark Khaki the minimum?,1,pie,categorical_minimum
10729,4126,0,Is Yellow the minimum?,1,pie,categorical_minimum
10730,4126,1,Is Rebecca Purple the maximum?,1,pie,categorical_maximum
10731,135,1,Is Light Slate the maximum?,1,hbar_categorical,categorical_maximum
10732,135,1,Is Bubblegum the maximum?,0,hbar_categorical,categorical_maximum
10733,135,4,Is Bubblegum the low median?,1,hbar_categorical,categorical_low_median
10734,135,3,Is Light Slate greater than Bubblegum?,1,hbar_categorical,categorical_greater_than
10735,135,0,Is Bubblegum the minimum?,0,hbar_categorical,categorical_minimum
10736,4073,8,Is Cornflower the smoothest?,1,dot_line,continuous_smoothest
10737,4073,6,Does Dark Gold have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
10738,4073,13,Is Royal Blue greater than Firebrick?,0,dot_line,continuous_greater_than
10739,4073,7,Does Dark Gold have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
10740,4073,8,Is Dark Gold the smoothest?,0,dot_line,continuous_smoothest
10741,12151,3,Is Black greater than Dark Khaki?,1,pie,categorical_greater_than
10742,12151,1,Is Dark Khaki the maximum?,0,pie,categorical_maximum
10743,12151,5,Is Dark Khaki the high median?,0,pie,categorical_high_median
10744,12151,4,Is Black the low median?,0,pie,categorical_low_median
10745,12151,4,Is Teal the low median?,1,pie,categorical_low_median
10746,8087,2,Is Turquoise less than Brown?,0,hbar_categorical,categorical_less_than
10747,8087,2,Is Brown less than Turquoise?,1,hbar_categorical,categorical_less_than
10748,8087,5,Is Medium Aqua the high median?,0,hbar_categorical,categorical_high_median
10749,8087,0,Is Brown the minimum?,0,hbar_categorical,categorical_minimum
10750,8087,4,Is Gray the low median?,1,hbar_categorical,categorical_low_median
10751,12084,2,Is Rosy Brown less than Chartreuse?,1,vbar_categorical,categorical_less_than
10752,4159,6,Does Red have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
10753,4159,9,Is Red the roughest?,0,dot_line,continuous_roughest
10754,4159,11,Does Purple have the highest value?,1,dot_line,continuous_global_maximum
10755,4159,7,Does Red have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
10756,214,8,Is Dark Turquoise the smoothest?,0,dot_line,continuous_smoothest
10757,214,14,Does Dark Salmon intersect Dark Turquoise?,1,dot_line,continuous_intersect
10758,214,7,Does Dark Turquoise have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10759,214,14,Does Forest Green intersect Dark Salmon?,0,dot_line,continuous_intersect
10760,214,11,Does Peru have the highest value?,1,dot_line,continuous_global_maximum
10761,140,11,Does Rebecca Purple have the highest value?,1,line,continuous_global_maximum
10762,140,10,Does Rebecca Purple have the lowest value?,0,line,continuous_global_minimum
10763,140,7,Does Indigo have the maximum area under the curve?,0,line,continuous_maximum_auc
10764,8225,9,Is Maroon the roughest?,0,dot_line,continuous_roughest
10765,8225,7,Does Maroon have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10766,8225,12,Is Purple less than Maroon?,1,dot_line,continuous_less_than
10767,8225,11,Does Maroon have the highest value?,1,dot_line,continuous_global_maximum
10768,8225,6,Does Forest Green have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
10769,16055,1,Is Slate the maximum?,0,pie,categorical_maximum
10770,16055,4,Is Green the low median?,0,pie,categorical_low_median
10771,16055,5,Is Dark Seafoam the high median?,0,pie,categorical_high_median
10772,16055,3,Is Slate greater than Teal?,1,pie,categorical_greater_than
10773,16055,4,Is Slate the low median?,1,pie,categorical_low_median
10774,16058,0,Is Dark Olive the minimum?,1,pie,categorical_minimum
10775,16058,0,Is Sienna the minimum?,0,pie,categorical_minimum
10776,16058,2,Is Sienna less than Dark Olive?,0,pie,categorical_less_than
10777,16058,1,Is Olive Drab the maximum?,1,pie,categorical_maximum
10778,16058,3,Is Dark Olive greater than Sienna?,0,pie,categorical_greater_than
10779,203,8,Is Light Slate the smoothest?,0,dot_line,continuous_smoothest
10780,203,14,Does Red intersect Turquoise?,1,dot_line,continuous_intersect
10781,203,9,Is Light Slate the roughest?,0,dot_line,continuous_roughest
10782,203,10,Does Dark Orchid have the lowest value?,0,dot_line,continuous_global_minimum
10783,203,8,Is Periwinkle the smoothest?,1,dot_line,continuous_smoothest
10784,12071,4,Is Dodger Blue the low median?,1,pie,categorical_low_median
10785,12071,3,Is Dark Violet greater than Light Sky Blue?,1,pie,categorical_greater_than
10786,12071,2,Is Dark Violet less than Light Sky Blue?,0,pie,categorical_less_than
10787,12071,0,Is Dark Olive the minimum?,1,pie,categorical_minimum
10788,12071,1,Is Olive Drab the maximum?,1,pie,categorical_maximum
10789,12207,1,Is Rebecca Purple the maximum?,0,vbar_categorical,categorical_maximum
10790,12207,0,Is Magenta the minimum?,0,vbar_categorical,categorical_minimum
10791,8133,6,Does Deep Sky Blue have the minimum area under the curve?,1,line,continuous_minimum_auc
10792,8133,13,Is Tan greater than Olive Drab?,0,line,continuous_greater_than
10793,8133,9,Is Deep Sky Blue the roughest?,1,line,continuous_roughest
10794,12068,6,Does Lime Green have the minimum area under the curve?,0,line,continuous_minimum_auc
10795,12068,11,Does Medium Periwinkle have the highest value?,1,line,continuous_global_maximum
10796,12068,9,Is Lime Green the roughest?,0,line,continuous_roughest
10797,12068,7,Does Medium Periwinkle have the maximum area under the curve?,1,line,continuous_maximum_auc
10798,12068,14,Does Sandy Brown intersect Medium Periwinkle?,0,line,continuous_intersect
10799,16105,5,Is Violet Red the high median?,1,hbar_categorical,categorical_high_median
10800,16105,5,Is Dark Red the high median?,0,hbar_categorical,categorical_high_median
10801,12157,5,Is Dark Khaki the high median?,1,vbar_categorical,categorical_high_median
10802,12157,0,Is Mint the minimum?,0,vbar_categorical,categorical_minimum
10803,12157,1,Is Rosy Brown the maximum?,1,vbar_categorical,categorical_maximum
10804,12157,0,Is Rebecca Purple the minimum?,1,vbar_categorical,categorical_minimum
10805,12157,4,Is Mint the low median?,0,vbar_categorical,categorical_low_median
10806,16159,5,Is Cadet Blue the high median?,0,pie,categorical_high_median
10807,16159,5,Is Dark Cyan the high median?,1,pie,categorical_high_median
10808,16161,0,Is Crimson the minimum?,0,hbar_categorical,categorical_minimum
10809,12186,0,Is Salmon the minimum?,1,pie,categorical_minimum
10810,12186,2,Is Light Sky Blue less than Rebecca Purple?,0,pie,categorical_less_than
10811,12057,4,Is Web Gray the low median?,0,pie,categorical_low_median
10812,12057,2,Is Dark Periwinkle less than Web Gray?,0,pie,categorical_less_than
10813,12109,5,Is Chocolate the high median?,1,pie,categorical_high_median
10814,12109,5,Is Web Maroon the high median?,0,pie,categorical_high_median
10815,8163,2,Is Hot Pink less than Light Coral?,1,pie,categorical_less_than
10816,8163,3,Is Hot Pink greater than Light Coral?,0,pie,categorical_greater_than
10817,8163,4,Is Hot Pink the low median?,1,pie,categorical_low_median
10818,8163,5,Is Hot Pink the high median?,0,pie,categorical_high_median
10819,8163,0,Is Light Coral the minimum?,0,pie,categorical_minimum
10820,12100,14,Does Dark Seafoam intersect Violet?,0,line,continuous_intersect
10821,12100,9,Is Violet the roughest?,1,line,continuous_roughest
10822,12100,10,Does Dark Seafoam have the lowest value?,1,line,continuous_global_minimum
10823,12100,10,Does Violet have the lowest value?,0,line,continuous_global_minimum
10824,12100,6,Does Violet have the minimum area under the curve?,0,line,continuous_minimum_auc
10825,8113,10,Does Crimson have the lowest value?,1,dot_line,continuous_global_minimum
10826,8113,10,Does Saddle Brown have the lowest value?,0,dot_line,continuous_global_minimum
10827,8113,11,Does Dark Blue have the highest value?,0,dot_line,continuous_global_maximum
10828,8113,7,Does Dark Blue have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
10829,8113,13,Is Crimson greater than Red?,0,dot_line,continuous_greater_than
10830,142,11,Does Dark Seafoam have the highest value?,0,line,continuous_global_maximum
10831,142,8,Is Dark Khaki the smoothest?,0,line,continuous_smoothest
10832,142,7,Does Dark Seafoam have the maximum area under the curve?,0,line,continuous_maximum_auc
10833,142,9,Is Dark Seafoam the roughest?,0,line,continuous_roughest
10834,142,14,Does Lime Green intersect Dark Khaki?,0,line,continuous_intersect
10835,4168,2,Is Medium Mint less than Dodger Blue?,1,pie,categorical_less_than
10836,4168,0,Is Medium Mint the minimum?,1,pie,categorical_minimum
10837,4168,5,Is Dodger Blue the high median?,1,pie,categorical_high_median
10838,4168,5,Is Rebecca Purple the high median?,0,pie,categorical_high_median
10839,4168,2,Is Dodger Blue less than Medium Mint?,0,pie,categorical_less_than
10840,16225,4,Is Olive Drab the low median?,1,vbar_categorical,categorical_low_median
10841,16225,4,Is Burlywood the low median?,0,vbar_categorical,categorical_low_median
10842,16225,0,Is Burlywood the minimum?,0,vbar_categorical,categorical_minimum
10843,16225,1,Is Yellow Green the maximum?,1,vbar_categorical,categorical_maximum
10844,16225,2,Is Burlywood less than Yellow Green?,1,vbar_categorical,categorical_less_than
10845,124,9,Is Bubblegum the roughest?,0,dot_line,continuous_roughest
10846,124,13,Is Steel Blue greater than Bubblegum?,0,dot_line,continuous_greater_than
10847,124,7,Does Dark Salmon have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10848,94,6,Does Black have the minimum area under the curve?,0,line,continuous_minimum_auc
10849,94,12,Is Web Purple less than Black?,1,line,continuous_less_than
10850,94,11,Does Black have the highest value?,1,line,continuous_global_maximum
10851,94,8,Is Web Green the smoothest?,0,line,continuous_smoothest
10852,94,6,Does Web Green have the minimum area under the curve?,1,line,continuous_minimum_auc
10853,12100,6,Does Dark Seafoam have the minimum area under the curve?,1,line,continuous_minimum_auc
10854,12100,11,Does Violet have the highest value?,1,line,continuous_global_maximum
10855,12100,8,Is Violet the smoothest?,0,line,continuous_smoothest
10856,12100,8,Is Dark Seafoam the smoothest?,1,line,continuous_smoothest
10857,12100,12,Is Dark Seafoam less than Violet?,1,line,continuous_less_than
10858,16183,0,Is Tan the minimum?,0,pie,categorical_minimum
10859,16183,0,Is Slate the minimum?,1,pie,categorical_minimum
10860,16183,1,Is Tan the maximum?,1,pie,categorical_maximum
10861,16183,4,Is Mint the low median?,1,pie,categorical_low_median
10862,16183,1,Is Slate the maximum?,0,pie,categorical_maximum
10863,16139,9,Is Gold the roughest?,0,dot_line,continuous_roughest
10864,16139,8,Is Coral the smoothest?,1,dot_line,continuous_smoothest
10865,16139,8,Is Gold the smoothest?,0,dot_line,continuous_smoothest
10866,16139,9,Is Firebrick the roughest?,1,dot_line,continuous_roughest
10867,16139,10,Does Coral have the lowest value?,0,dot_line,continuous_global_minimum
10868,8215,9,Is Turquoise the roughest?,0,dot_line,continuous_roughest
10869,8215,14,Does Dark Gold intersect Turquoise?,1,dot_line,continuous_intersect
10870,8215,7,Does Turquoise have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
10871,8215,9,Is Dark Gold the roughest?,1,dot_line,continuous_roughest
10872,8215,10,Does Medium Purple have the lowest value?,1,dot_line,continuous_global_minimum
10873,4096,1,Is Green the maximum?,0,vbar_categorical,categorical_maximum
10874,4096,0,Is Yellow the minimum?,1,vbar_categorical,categorical_minimum
10875,4096,5,Is Chartreuse the high median?,1,vbar_categorical,categorical_high_median
10876,4096,0,Is Green the minimum?,0,vbar_categorical,categorical_minimum
10877,4096,4,Is Chartreuse the low median?,1,vbar_categorical,categorical_low_median
10878,12118,4,Is Navy Blue the low median?,0,pie,categorical_low_median
10879,12118,3,Is Medium Periwinkle greater than Navy Blue?,0,pie,categorical_greater_than
10880,12118,1,Is Navy Blue the maximum?,1,pie,categorical_maximum
10881,12118,2,Is Navy Blue less than Medium Periwinkle?,0,pie,categorical_less_than
10882,12118,0,Is Medium Periwinkle the minimum?,1,pie,categorical_minimum
10883,8207,4,Is Olive the low median?,1,hbar_categorical,categorical_low_median
10884,8207,5,Is Medium Blue the high median?,1,hbar_categorical,categorical_high_median
10885,8207,2,Is Medium Blue less than Olive?,0,hbar_categorical,categorical_less_than
10886,8207,1,Is Medium Blue the maximum?,1,hbar_categorical,categorical_maximum
10887,8207,5,Is Olive the high median?,0,hbar_categorical,categorical_high_median
10888,4130,0,Is Bubblegum the minimum?,0,hbar_categorical,categorical_minimum
10889,4130,4,Is Crimson the low median?,1,hbar_categorical,categorical_low_median
10890,4130,4,Is Red the low median?,0,hbar_categorical,categorical_low_median
10891,4130,2,Is Bubblegum less than Green Yellow?,1,hbar_categorical,categorical_less_than
10892,4130,1,Is Green Yellow the maximum?,1,hbar_categorical,categorical_maximum
10893,227,2,Is Indian Red less than Teal?,1,pie,categorical_less_than
10894,227,4,Is Dark Olive the low median?,0,pie,categorical_low_median
10895,227,1,Is Indian Red the maximum?,0,pie,categorical_maximum
10896,227,3,Is Teal greater than Indian Red?,1,pie,categorical_greater_than
10897,227,5,Is Web Maroon the high median?,1,pie,categorical_high_median
10898,4227,12,Is Light Green less than Gray?,1,dot_line,continuous_less_than
10899,4227,9,Is Blue Violet the roughest?,1,dot_line,continuous_roughest
10900,4227,13,Is Gray greater than Light Slate?,1,dot_line,continuous_greater_than
10901,4227,12,Is Light Green less than Cyan?,0,dot_line,continuous_less_than
10902,4227,6,Does Medium Orchid have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
10903,219,4,Is Dark Periwinkle the low median?,1,pie,categorical_low_median
10904,8128,5,Is Deep Pink the high median?,0,pie,categorical_high_median
10905,8128,2,Is Deep Pink less than Dark Seafoam?,1,pie,categorical_less_than
10906,8128,3,Is Deep Pink greater than Dark Seafoam?,0,pie,categorical_greater_than
10907,8128,0,Is Deep Pink the minimum?,1,pie,categorical_minimum
10908,8128,4,Is Dark Periwinkle the low median?,0,pie,categorical_low_median
10909,16170,0,Is Deep Sky Blue the minimum?,0,vbar_categorical,categorical_minimum
10910,16170,3,Is Dodger Blue greater than Deep Sky Blue?,1,vbar_categorical,categorical_greater_than
10911,16170,2,Is Dodger Blue less than Deep Sky Blue?,0,vbar_categorical,categorical_less_than
10912,16170,5,Is Deep Sky Blue the high median?,1,vbar_categorical,categorical_high_median
10913,16170,1,Is Deep Sky Blue the maximum?,0,vbar_categorical,categorical_maximum
10914,8234,0,Is Dark Cyan the minimum?,1,pie,categorical_minimum
10915,8234,4,Is Lime Green the low median?,0,pie,categorical_low_median
10916,4094,8,Is Coral the smoothest?,0,dot_line,continuous_smoothest
10917,4094,11,Does Olive have the highest value?,1,dot_line,continuous_global_maximum
10918,4094,14,Does Medium Purple intersect Medium Orchid?,0,dot_line,continuous_intersect
10919,4094,11,Does Medium Orchid have the highest value?,0,dot_line,continuous_global_maximum
10920,4094,8,Is Gold the smoothest?,1,dot_line,continuous_smoothest
10921,4187,2,Is Dark Gold less than Light Seafoam?,0,hbar_categorical,categorical_less_than
10922,4187,3,Is Dark Gold greater than Light Seafoam?,1,hbar_categorical,categorical_greater_than
10923,4187,4,Is Dark Gold the low median?,0,hbar_categorical,categorical_low_median
10924,4187,5,Is Periwinkle the high median?,1,hbar_categorical,categorical_high_median
10925,4187,5,Is Royal Blue the high median?,0,hbar_categorical,categorical_high_median
10926,112,2,Is Hot Pink less than Tan?,1,pie,categorical_less_than
10927,112,0,Is Hot Pink the minimum?,0,pie,categorical_minimum
10928,112,1,Is Burlywood the maximum?,1,pie,categorical_maximum
10929,112,4,Is Indian Red the low median?,0,pie,categorical_low_median
10930,112,2,Is Tan less than Hot Pink?,0,pie,categorical_less_than
10931,73,14,Does Dark Salmon intersect Periwinkle?,1,dot_line,continuous_intersect
10932,73,12,Is Dark Salmon less than Periwinkle?,0,dot_line,continuous_less_than
10933,73,12,Is Forest Green less than Aqua?,1,dot_line,continuous_less_than
10934,16223,4,Is Medium Aqua the low median?,0,hbar_categorical,categorical_low_median
10935,16223,2,Is Orange less than Orange Red?,0,hbar_categorical,categorical_less_than
10936,16223,4,Is Orange the low median?,1,hbar_categorical,categorical_low_median
10937,16223,3,Is Orange greater than Orange Red?,1,hbar_categorical,categorical_greater_than
10938,16223,0,Is Orange Red the minimum?,1,hbar_categorical,categorical_minimum
10939,4080,8,Is Medium Purple the smoothest?,1,dot_line,continuous_smoothest
10940,4080,12,Is Light Slate less than Medium Purple?,1,dot_line,continuous_less_than
10941,4080,9,Is Forest Green the roughest?,0,dot_line,continuous_roughest
10942,4080,8,Is Forest Green the smoothest?,0,dot_line,continuous_smoothest
10943,4080,11,Does Medium Purple have the highest value?,1,dot_line,continuous_global_maximum
10944,4062,2,Is Dark Gray less than Dark Slate?,1,vbar_categorical,categorical_less_than
10945,4062,4,Is Dark Violet the low median?,1,vbar_categorical,categorical_low_median
10946,12070,11,Does Green Yellow have the highest value?,0,dot_line,continuous_global_maximum
10947,12070,7,Does Firebrick have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
10948,12070,10,Does Green Yellow have the lowest value?,1,dot_line,continuous_global_minimum
10949,12070,6,Does Green Yellow have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
10950,12070,9,Is Green Yellow the roughest?,0,dot_line,continuous_roughest
10951,12072,5,Is Web Maroon the high median?,0,vbar_categorical,categorical_high_median
10952,12072,5,Is Slate the high median?,1,vbar_categorical,categorical_high_median
10953,12072,3,Is Web Maroon greater than Teal?,0,vbar_categorical,categorical_greater_than
10954,12072,4,Is Web Maroon the low median?,0,vbar_categorical,categorical_low_median
10955,12072,2,Is Teal less than Web Maroon?,0,vbar_categorical,categorical_less_than
10956,191,7,Does Web Gray have the maximum area under the curve?,0,line,continuous_maximum_auc
10957,191,14,Does Yellow intersect Rebecca Purple?,1,line,continuous_intersect
10958,191,12,Is Violet less than Lawn Green?,1,line,continuous_less_than
10959,191,13,Is Lawn Green greater than Violet?,1,line,continuous_greater_than
10960,191,10,Does Yellow have the lowest value?,1,line,continuous_global_minimum
10961,130,2,Is Tan less than Green?,0,vbar_categorical,categorical_less_than
10962,130,5,Is Black the high median?,1,vbar_categorical,categorical_high_median
